,,,,,,,,,,,,,CLIENT IDENTIFIER,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,,,,,,,,
804,152,32388,LC/MS Neg,100001102,2990,229.14453,693-23-2,12736,C02678,,Lipids,"Fatty acid, Dicarboxylate",dodecanedioate,0.1410,0.1023,0.1629,0.1245,0.1400,0.0559,0.0843,0.1044,0.0704,0.1366,0.0362,0.0692,0.0251,0.0145,0.0365,0.0211,0.0140,0.0081,0.0418,0.0241
981,153,35651,LC/MS Pos,100001635,823,143.08151,96702-03-3,126041,C06231,,Nucleotide,Pyrimidine metabolism,ectoine,0.4458,0.6942,0.7513,0.9558,0.8025,1.7600,0.3415,0.2895,0.6017,1.0021,1.0875,0.8081,0.1326,0.0766,0.4199,0.2424,0.1366,0.0789,0.1169,0.0675
514,154,33587,LC/MS Neg,100001335,5950,309.2799,,5282768,,CPD-12189,Lipids,Free fatty acid,eicosenoate (20:1),0.1234,0.1268,0.3004,0.1047,0.0820,0.0887,0.1085,0.1795,0.2015,0.3768,0.1672,0.1022,0.0826,0.0477,0.0095,0.0055,0.0397,0.0229,0.1172,0.0676
165,155,37459,LC/MS Pos,100002154,823,230.09578,58511-63-0,3032311,C05570,,Amino acid,Glutamate family (alpha-ketoglutarate derived),ergothioneine,0.6292,0.5267,1.0500,0.2823,0.4101,0.5864,1.1615,0.5737,0.9500,1.3985,0.7739,1.3946,0.2264,0.1307,0.1247,0.0720,0.2431,0.1403,0.2935,0.1695
515,156,1552,LC/MS Neg,1087,6355.6,337.3112,112-86-7,5281116,C08316,,Lipids,Free fatty acid,erucate (22:1n9),0.1673,0.2584,0.2827,0.2034,0.1164,0.1211,0.1543,0.1917,0.3857,0.2847,0.2639,0.1707,0.0497,0.0287,0.0400,0.0231,0.1014,0.0586,0.0496,0.0286
338,157,20699,GC/MS,100000846,1517.5,217,149-32-6,222285,C00503,2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE,Carbohydrate,Amino sugar and nucleotide sugar,erythritol,0.4818,0.7430,1.6988,0.4707,0.6841,0.8738,0.8391,1.0140,0.3671,0.3957,0.9860,0.4388,0.5231,0.3020,0.1647,0.0951,0.2732,0.1577,0.2687,0.1551
339,158,42420,LC/MS Polar,100001320,2186,135.02989,88759-55-1,2781043,,,Carbohydrate,Amino sugar and nucleotide sugar,erythronate*,0.3132,0.3672,0.6818,0.3555,0.4076,0.5281,0.5323,0.6133,0.3523,0.3449,0.3222,0.2314,0.1625,0.0938,0.0723,0.0417,0.1091,0.0630,0.0490,0.0283
731,159,1497,GC/MS,420,1304,174.1,141-43-5,700,C00189,ETHANOL-AMINE,Lipids,Choline metabolism,ethanolamine,0.1199,0.1141,0.1579,0.2978,0.4294,0.4417,0.2043,0.2505,0.1554,0.6040,0.4062,0.4112,0.0194,0.0112,0.0651,0.0376,0.0388,0.0224,0.0921,0.0532
818,160,15765,LC/MS Polar,2054,2785,131.03498,601-75-2,11756,,,Lipids,"Fatty acid, Dicarboxylate",ethylmalonate,0.7888,1.0119,1.2050,0.4708,0.5569,0.4451,0.8786,0.9881,1.3129,0.8298,0.5959,0.4582,0.1701,0.0982,0.0478,0.0276,0.1844,0.1065,0.1534,0.0886
1499,161,35630,LC/MS Neg,100001542,1755,193.05063,537-98-4,445858,C01494,FERULIC-ACID,Secondary metabolism,Phenylpropanoids,ferulate,0.4993,0.6523,0.3981,0.7300,0.2178,0.3607,0.2765,0.6032,0.3265,0.8474,0.4508,0.6815,0.1045,0.0603,0.2158,0.1246,0.1437,0.0830,0.1626,0.0939
270,162,48518,LC/MS Pos,100006048,2470,265.15467,501-13-3,5281796,C10497,,Amino acid,Amines and polyamines,feruloylputrescine,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.1733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
861,163,2134,LC/MS Neg,327,2425,784.14985,146-14-5;84366-81-4,643975,C00016,FAD,"Cofactors, Prosthetic Groups, Electron Carriers",Riboflavin and FAD metabolism,flavin adenine dinucleotide (FAD),0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.7489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
863,164,15797,LC/MS Neg,100000251,2390,455.09733,130-40-5,710,C00061,FMN,"Cofactors, Prosthetic Groups, Electron Carriers",Riboflavin and FAD metabolism,flavin mononucleotide (FMN),0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
402,165,48195,LC/MS Polar,878,2022.2,225.06159,57-48-7,5984,C00095,Fructose,Carbohydrate,"Sucrose, glucose,fructose metabolism",fructose,0.2498,0.2835,0.3812,0.3638,0.3415,0.4647,0.4799,0.4444,0.4679,0.3937,0.4861,0.2360,0.0557,0.0322,0.0536,0.0309,0.0147,0.0085,0.1033,0.0596
288,166,12021,GC/MS,1232,1994.9,315.1,103213-47-4,69507,C05345,FRUCTOSE-6P,Carbohydrate,Glycolysis,fructose-6-phosphate,0.0169,0.0169,0.0169,0.0327,0.0564,0.0169,0.0543,0.0169,0.0169,0.0573,0.0956,0.0682,0.0000,0.0000,0.0162,0.0094,0.0176,0.0102,0.0161,0.0093
306,167,1643,LC/MS Polar,330,3084,115.00368,100-17-8,444972,C00122,FUM,Carbohydrate,TCA cycle,fumarate,1.2029,0.8213,0.9344,1.0760,0.8137,0.7689,1.0354,1.0492,0.8033,0.7163,0.7378,1.2148,0.1600,0.0924,0.1354,0.0782,0.1128,0.0651,0.2301,0.1328
404,168,34706,LC/MS Polar,100000908,4656,341.10893,16908-86-4,439451,C01235,CPD-458,Carbohydrate,"Sucrose, glucose,fructose metabolism",galactinol,0.4438,0.4490,1.0465,0.9535,0.6025,0.3992,0.8574,1.3438,0.2969,0.0706,0.0826,0.1334,0.2829,0.1633,0.2290,0.1322,0.4278,0.2470,0.0272,0.0157
405,169,1117,GC/MS,1003,1849.2,319.1,608-66-2,11850,C01697,,Carbohydrate,"Sucrose, glucose,fructose metabolism",galactitol (dulcitol),0.3112,0.4006,0.8052,0.5344,0.8199,1.0000,0.7228,0.7045,0.2369,0.5571,0.7132,0.3632,0.2149,0.1241,0.1917,0.1107,0.2249,0.1298,0.1432,0.0827
406,170,27719,LC/MS Polar,100001026,3085,195.05102,299-28-5,128869,C00880,,Carbohydrate,"Sucrose, glucose,fructose metabolism",galactonate,0.3875,0.3909,1.4034,0.3655,0.4424,0.5169,0.9655,1.3645,0.7393,0.4536,0.3859,0.2009,0.4781,0.2760,0.0618,0.0357,0.2585,0.1492,0.1068,0.0617
407,171,12055,GC/MS,287,1793.8,203.9,59-23-4,3037556,C01582,L-GALACTOSE,Carbohydrate,"Sucrose, glucose,fructose metabolism",galactose,0.2709,0.2398,0.3941,0.6047,0.5638,0.7007,0.3791,0.3874,0.2236,0.3656,0.3565,0.2486,0.0666,0.0385,0.0574,0.0331,0.0753,0.0435,0.0531,0.0307
166,172,1416,LC/MS Pos,141,699,104.07061,56-12-2,119,C00334,4-AMINO-BUTYRATE,Amino acid,Glutamate family (alpha-ketoglutarate derived),gamma-aminobutyrate (GABA),0.1444,0.1220,0.2171,0.2502,0.2458,0.2994,0.2192,0.2235,0.1117,0.4929,0.8225,0.2837,0.0406,0.0234,0.0243,0.0140,0.0517,0.0299,0.2218,0.1280
275,173,37092,LC/MS Pos,100001502,1580,233.1132,,,,,Amino acid,Glutathione metabolism,gamma-glutamyl-2-aminobutyrate,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.8145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1004,174,37063,LC/MS Pos,100001843,1116,219.09755,5875-41-2,440103,,,Peptide,gamma-glutamyl,gamma-glutamylalanine,0.0288,0.0288,0.0288,0.2504,0.2520,0.2901,0.0288,0.0892,0.0288,0.0709,0.1415,0.0288,0.0000,0.0000,0.0183,0.0106,0.0285,0.0164,0.0465,0.0268
1005,175,1778,LC/MS Pos,1036,1263.5,251.06963,636-58-8,842,C00669,L-GAMMA-GLUTAMYLCYSTEINE,Peptide,gamma-glutamyl,gamma-glutamylcysteine,0.2472,0.2472,0.2472,0.2580,0.6306,0.7250,1.0000,3.9105,1.2308,0.2472,0.2472,0.2472,0.0000,0.0000,0.2016,0.1164,1.3210,0.7627,0.0000,0.0000
1006,176,36738,LC/MS Pos,331,1045,277.10303,1116-22-9,92865,C05282,,Peptide,gamma-glutamyl,gamma-glutamylglutamate,0.0747,0.0747,0.0747,0.3049,0.2007,0.3118,0.0747,0.0747,0.0747,0.1712,0.2789,0.1471,0.0000,0.0000,0.0508,0.0293,0.0000,0.0000,0.0573,0.0331
1007,177,2730,LC/MS Pos,1140,817.9,276.11902,10148-81-9,150914,C05283,,Peptide,gamma-glutamyl,gamma-glutamylglutamine,0.0599,0.1159,0.1428,0.2790,0.3751,0.3450,0.0979,0.1347,0.1884,0.7088,0.4929,0.4063,0.0345,0.0199,0.0401,0.0232,0.0372,0.0215,0.1272,0.0734
1009,178,18245,LC/MS Pos,1235,688,285.11935,37460-15-4,7017195,,,Peptide,gamma-glutamyl,gamma-glutamylhistidine,0.0300,0.0300,0.0300,0.0300,0.0547,0.0300,0.0434,0.0562,0.1490,0.3943,0.2313,0.0300,0.0000,0.0000,0.0116,0.0067,0.0471,0.0272,0.1490,0.0860
1010,179,34456,LC/MS Pos,100001485,2661,261.1445,,14253342,,,Peptide,gamma-glutamyl,gamma-glutamylisoleucine*,0.2397,0.2397,0.2397,0.2397,0.2397,3.0340,0.2397,0.2397,0.2397,0.2397,0.2397,0.2397,0.0000,0.0000,1.3172,0.7605,0.0000,0.0000,0.0000,0.0000
1011,180,18369,LC/MS Pos,1268,2757.2,261.1445,2566-39-4,151023,,,Peptide,gamma-glutamyl,gamma-glutamylleucine,0.1120,0.1120,0.1120,0.1120,0.1120,0.9455,0.1120,0.1120,0.1120,0.1120,0.1120,0.1120,0.0000,0.0000,0.3929,0.2268,0.0000,0.0000,0.0000,0.0000
1013,181,44872,LC/MS Pos,100001313,2016.5,279.10092,17663-87-5,7009567,,,Peptide,gamma-glutamyl,gamma-glutamylmethionine,0.1563,0.1563,0.1563,0.1563,0.1563,0.2290,0.1563,0.1563,0.1563,0.2478,0.2139,0.1563,0.0000,0.0000,0.0343,0.0198,0.0000,0.0000,0.0378,0.0218
1014,182,33422,LC/MS Pos,100000491,2865,295.12885,7432-24-8,111299,,,Peptide,gamma-glutamyl,gamma-glutamylphenylalanine,0.1172,0.1172,0.1172,0.1172,0.1172,1.1860,0.1172,0.2545,0.1172,0.5105,0.3944,0.4677,0.0000,0.0000,0.5038,0.2909,0.0647,0.0374,0.0479,0.0277
1015,183,33364,LC/MS Pos,100001314,996.6,249.10812,5652-48-2,,,,Peptide,gamma-glutamyl,gamma-glutamylthreonine*,0.4944,0.4944,0.4944,0.4944,0.4944,1.3017,0.4944,0.4944,0.4944,0.4944,0.4944,0.4944,0.0000,0.0000,0.3806,0.2197,0.0000,0.0000,0.0000,0.0000
1016,184,33947,LC/MS Pos,100001295,3035,334.13975,66471-20-3,3989307,,,Peptide,gamma-glutamyl,gamma-glutamyltryptophan,0.5425,1.3752,0.7386,0.1075,0.1075,0.4108,0.7704,0.9779,1.4034,1.9233,0.8729,1.0721,0.3555,0.2052,0.1430,0.0825,0.2635,0.1521,0.4555,0.2630
1017,185,2734,LC/MS Pos,1102,2080.4,311.12377,7432-23-7,94340,,,Peptide,gamma-glutamyl,gamma-glutamyltyrosine,0.2526,0.2526,0.2526,0.2526,0.2526,0.5746,0.2526,0.2526,0.2526,0.2526,0.2526,0.2526,0.0000,0.0000,0.1518,0.0876,0.0000,0.0000,0.0000,0.0000
1018,186,43829,LC/MS Pos,100001126,2045,247.12885,2746-34-1,7015683,,,Peptide,gamma-glutamyl,gamma-glutamylvaline,0.0932,0.0932,0.0932,0.0932,0.0932,1.0530,0.0932,0.0932,0.0932,0.0932,0.0932,0.0932,0.0000,0.0000,0.4525,0.2612,0.0000,0.0000,0.0000,0.0000
1530,187,48729,LC/MS Neg,100006372,1434,315.07215,1820-89-9,10914066,,,Secondary metabolism,Phenylpropanoids,gentisic acid-5-glucoside,0.3150,0.3889,0.7011,0.2934,0.2934,0.2934,0.6067,0.4449,0.4830,0.2934,0.2934,0.2934,0.1673,0.0966,0.0000,0.0000,0.0691,0.0399,0.0000,0.0000
871,188,1476,GC/MS,1020,1885.8,333.1,5793-88-4,33037,C00818,D-GLUCARATE,"Cofactors, Prosthetic Groups, Electron Carriers",Ascorbate metabolism,glucarate (saccharate),0.5377,1.0331,1.7352,0.1973,0.1620,0.2094,1.3207,2.1996,0.6164,0.3222,0.2334,0.2817,0.4913,0.2837,0.0201,0.0116,0.6476,0.3739,0.0363,0.0210
468,189,587,LC/MS Polar,338,2922,195.05102,527-07-1,10690,C00257,GLUCONATE,Carbohydrate,"Sucrose, glucose,fructose metabolism",gluconate,0.5139,0.5358,0.9707,0.3253,0.4473,0.6065,0.6275,1.0293,0.5945,0.4601,0.2370,0.0816,0.2104,0.1215,0.1151,0.0665,0.1976,0.1141,0.1553,0.0897
344,190,580,LC/MS Polar,290,4521.5,258.03843,3616-42-0,439217,C00352,N-ACETYL-D-GLUCOSAMINE-6-P,Carbohydrate,Amino sugar and nucleotide sugar,glucosamine-6-phosphate,0.0098,0.0098,0.0098,0.0113,0.0265,0.0098,0.0098,0.0098,0.0098,0.0832,0.0307,0.0151,0.0000,0.0000,0.0075,0.0044,0.0000,0.0000,0.0291,0.0168
289,191,48152,LC/MS Polar,572,2342,225.06159,50-99-7,79025,C00031,CPD-3607,Carbohydrate,Glycolysis,glucose,0.4491,0.3916,0.5223,0.5120,0.5690,0.5502,0.3653,0.4840,0.3700,0.8544,0.7308,0.5831,0.0535,0.0309,0.0237,0.0137,0.0549,0.0317,0.1109,0.0640
291,192,31260,LC/MS Polar,291,4537,259.02244,103192-55-8,5958,C00668,ALPHA-GLC-6-P,Carbohydrate,Glycolysis,glucose 6-phosphate,0.1570,0.0747,0.1553,0.3784,0.7088,0.5854,0.1237,0.4668,0.1537,0.8369,0.7403,0.4812,0.0384,0.0222,0.1363,0.0787,0.1552,0.0896,0.1502,0.0867
292,193,15443,LC/MS Polar,100000257,3233.3,193.03537,207300-70-7,444791,C00191,GLUCURONATE,Carbohydrate,Glycolysis,glucuronate,0.9736,0.9963,1.1748,1.0381,1.0382,0.9615,0.7761,0.8856,0.8034,1.0829,0.8866,0.8788,0.0900,0.0519,0.0361,0.0209,0.0465,0.0269,0.0944,0.0545
167,194,57,LC/MS Pos,561,710,148.06044,56-86-0,611,C00025,GLT,Amino acid,Glutamate family (alpha-ketoglutarate derived),glutamate,0.1270,0.1319,0.1594,0.4984,0.4762,0.6537,0.1306,0.2142,0.1216,0.5438,0.6815,0.4147,0.0143,0.0082,0.0790,0.0456,0.0417,0.0241,0.1089,0.0629
168,195,33487,LC/MS Pos,100001103,1068.8,162.07609,1499-55-4,68662,,,Amino acid,Glutamate family (alpha-ketoglutarate derived),"glutamate, gamma-methyl ester",0.2021,0.3280,0.5009,0.3239,0.3885,0.3211,0.2373,0.4578,0.2376,0.6517,0.4739,0.5848,0.1225,0.0707,0.0311,0.0180,0.1039,0.0600,0.0733,0.0423
169,196,53,LC/MS Pos,563,680,147.07642,56-85-9,5961,C00064,GLN,Amino acid,Glutamate family (alpha-ketoglutarate derived),glutamine,0.1789,0.1939,0.2717,0.7474,0.9325,0.8369,0.3109,0.5323,0.2982,5.4053,3.2805,2.8346,0.0407,0.0235,0.0756,0.0436,0.1075,0.0621,1.1216,0.6476
1188,197,42994,LC/MS Pos,100003160,2195,260.16049,,,,,Peptide,Dipeptide,glutamine-leucine,0.0944,0.1347,0.2218,0.2503,0.2462,0.4046,0.1362,0.1860,0.1590,1.0775,0.7155,0.7618,0.0532,0.0307,0.0737,0.0426,0.0204,0.0118,0.1608,0.0929
814,198,396,LC/MS Polar,339,2900,131.03498,110-94-1,743,C00489,GLUTARATE,Lipids,"Fatty acid, Dicarboxylate",glutarate (pentanedioate),0.7049,0.7374,1.2237,0.6718,0.8173,0.9846,1.1809,1.0154,0.8249,0.6344,0.7080,0.4857,0.2373,0.1370,0.1278,0.0738,0.1455,0.0840,0.0925,0.0534
276,199,38783,LC/MS Pos,448,1512,307.08326,103239-24-3,65359,C00127,GLUTATHIONE,Amino acid,Glutathione metabolism,"glutathione, oxidized (GSSG)",0.1961,0.0522,0.1204,0.1161,0.0522,0.0522,0.2146,0.2565,0.3718,0.0702,0.1837,0.0667,0.0588,0.0339,0.0301,0.0174,0.0665,0.0384,0.0543,0.0314
277,200,2127,LC/MS Pos,496,1270,308.09109,70-18-8,124886,C00051,GLUTATHIONE,Amino acid,Glutathione metabolism,"glutathione, reduced (GSH)",0.6383,0.3283,0.5899,0.9589,2.1848,1.7210,1.9301,6.4750,2.1394,0.2036,1.0310,0.7550,0.1362,0.0786,0.5054,0.2918,2.0949,1.2095,0.3440,0.1986
329,201,1572,LC/MS Polar,1052,2070.4,105.01933,600-19-1,752,C00258,GLYCERATE,Carbohydrate,Photorespiration,glycerate,0.2413,0.3847,0.7549,0.5887,0.4979,0.4528,0.3306,0.5169,0.2299,0.9812,0.9561,0.7802,0.2164,0.1249,0.0565,0.0326,0.1189,0.0686,0.0894,0.0516
627,202,15122,LC/MS Neg,1254,758,91.04007,56-81-5,753,C00116,GLYCEROL,Lipids,Glycerolipids,glycerol,0.1978,0.2669,0.4133,0.1348,0.1271,0.1212,0.1625,0.1754,0.1689,0.1560,0.1215,0.0996,0.0898,0.0519,0.0056,0.0032,0.0053,0.0030,0.0232,0.0134
661,203,43847,LC/MS Polar,100000258,3938.7,171.00639,29849-82-9,754,C00093,GLYCEROL-3P,Lipids,Phospholipids,glycerol 3-phosphate,0.1220,0.0935,0.1993,0.1639,0.1602,0.1471,0.0501,0.0708,0.0612,0.8257,0.1662,0.1337,0.0447,0.0258,0.0072,0.0042,0.0085,0.0049,0.3188,0.1841
662,204,37455,LC/MS Polar,100001620,3075,214.04859,33049-08-0,123874,C01233,,Lipids,Phospholipids,glycerophosphoethanolamine,0.0974,0.0917,0.1275,0.0731,0.1117,0.0740,0.1462,0.2899,0.1280,0.1776,0.2065,0.1210,0.0157,0.0091,0.0180,0.0104,0.0724,0.0418,0.0355,0.0205
632,205,48857,LC/MS Polar,100001619,2430,245.04317,,439964,C03274,,Lipids,Glycerolipids,glycerophosphoglycerol,0.2437,0.3631,0.6040,0.2520,0.4132,0.3066,0.3998,0.2221,0.2962,0.3586,0.2170,0.1560,0.1499,0.0865,0.0669,0.0386,0.0729,0.0421,0.0849,0.0490
706,206,47155,LC/MS Polar,100001621,3850,333.05922,16824-65-0,,,,Lipids,Phospholipids,glycerophosphoinositol*,0.0931,0.1365,0.2306,0.1335,0.1653,0.1168,0.2288,0.2127,0.2941,0.1749,0.1174,0.0736,0.0574,0.0331,0.0201,0.0116,0.0352,0.0203,0.0415,0.0239
663,207,15990,LC/MS Pos,100000269,709.9,258.1101,28319-77-9,71920,C00670,SN-3-GLYCEROPHOSPHOCHOLINE,Lipids,Phospholipids,glycerophosphorylcholine (GPC),0.4104,0.3770,0.6707,0.6626,1.0890,0.7074,0.4959,0.9716,0.5309,0.7970,1.1325,1.0284,0.1313,0.0758,0.1913,0.1105,0.2165,0.1250,0.1402,0.0810
11,208,11777,GC/MS,340,1166,101.9,56-40-6,750,C00037,GLY,Amino acid,Serine family (phosphoglycerate derived),glycine,0.1084,0.1193,0.1644,0.3285,0.3116,0.3585,0.2082,0.2535,0.1742,0.2722,0.2761,0.2156,0.0242,0.0140,0.0194,0.0112,0.0325,0.0188,0.0276,0.0160
1060,209,36659,LC/MS Pos,100001790,2080,189.12337,19461-38-2,88079,,,Peptide,Dipeptide,glycylisoleucine,0.1158,0.1676,0.1934,0.3947,0.3757,0.7009,0.2103,0.2633,0.3405,0.9770,0.8293,0.6029,0.0323,0.0186,0.1490,0.0860,0.0535,0.0309,0.1538,0.0888
1061,210,34398,LC/MS Pos,100001258,2190.9,189.12337,869-19-2,92843,C02155,,Peptide,Dipeptide,glycylleucine,0.1211,0.1515,0.2091,0.2653,0.2731,0.6206,0.1304,0.1684,0.2075,0.5346,0.4839,0.3515,0.0365,0.0211,0.1657,0.0957,0.0315,0.0182,0.0772,0.0446
1070,211,18357,LC/MS Pos,100000487,1561.6,175.10772,1963-21-9,97417,,,Peptide,Dipeptide,glycylvaline,0.0926,0.1452,0.2144,0.4032,0.3880,0.9063,0.1852,0.2064,0.3128,0.8766,0.6843,0.4432,0.0499,0.0288,0.2408,0.1390,0.0558,0.0322,0.1773,0.1024
928,212,32352,LC/MS Neg,172,1330,150.04213,73-40-5,764,C00242,GUANINE,Nucleotide,Purine metabolism,guanine,0.2522,0.1415,0.1858,0.4951,0.9555,1.1105,0.1266,0.0669,0.1686,0.5520,0.2101,0.1203,0.0455,0.0263,0.2613,0.1509,0.0417,0.0241,0.1860,0.1074
929,213,1573,LC/MS Pos,1099,1680,284.09895,118-00-3,6802,C00387,GUANOSINE,Nucleotide,Purine metabolism,guanosine,0.2851,0.3595,1.0461,1.6552,1.7939,1.3253,0.1830,0.1726,0.1585,1.5592,2.0564,0.9965,0.3426,0.1978,0.1965,0.1135,0.0100,0.0058,0.4330,0.2500
961,214,52442,LC/MS Neg,100002733,1241,362.05116,,444571,,,Nucleotide,Purine metabolism,guanosine 2'-monophosphate (2'-GMP)*,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
949,215,39786,LC/MS Neg,100002704,773.9,362.05072,117-68-0,3522,,,Nucleotide,Purine metabolism,guanosine 3'-monophosphate (3'-GMP),0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.2918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
932,216,37139,LC/MS Neg,74,1480,344.04016,15718-49-7,92823,C06194,,Nucleotide,Purine metabolism,"guanosine-2',3'-cyclic monophosphate",0.0866,0.0866,0.0866,0.0866,0.0928,0.0866,0.0866,0.1732,0.0866,0.1611,0.2188,0.0866,0.0000,0.0000,0.0029,0.0017,0.0408,0.0236,0.0541,0.0312
875,217,46957,LC/MS Polar,100001586,2750,195.05102,20246-53-1,9794176,,,"Cofactors, Prosthetic Groups, Electron Carriers",Ascorbate metabolism,gulonic acid*,0.5947,0.6681,0.8181,0.2784,0.2954,0.3422,0.6105,0.8946,0.4946,0.2326,0.1623,0.1296,0.0930,0.0537,0.0270,0.0156,0.1680,0.0970,0.0430,0.0248
170,218,1574,LC/MS Pos,354,579,112.08693,51-45-6,774,C00388,,Amino acid,Glutamate family (alpha-ketoglutarate derived),histamine,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0200,0.0145,0.0990,0.0270,0.0145,0.0000,0.0000,0.0000,0.0000,0.0026,0.0015,0.0372,0.0215
171,219,59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,C00135,HIS,Amino acid,Glutamate family (alpha-ketoglutarate derived),histidine,0.1293,0.1401,0.1589,0.2934,0.3138,0.3622,0.2254,0.2376,0.2231,0.5364,0.4636,0.3086,0.0122,0.0071,0.0289,0.0167,0.0064,0.0037,0.0950,0.0548
173,220,22138,LC/MS Pos,100000963,821.7,190.11862,1190-49-4,65072,C02427,,Amino acid,Glutamate family (alpha-ketoglutarate derived),homocitrulline,0.1652,0.1652,0.4877,0.3606,0.4765,0.6968,0.4622,0.1652,0.4171,0.4091,0.6662,0.1652,0.1520,0.0878,0.1394,0.0805,0.1307,0.0754,0.2046,0.1181
107,221,23642,GC/MS,100000458,1471,218.1,672-15-1,12647,C00263,HOMO-SER,Amino acid,Aspartate family (OAA derived),homoserine,0.5205,0.4712,0.6060,0.6727,0.5868,0.8971,0.5193,0.6649,0.3524,0.6729,0.8958,0.6123,0.0557,0.0322,0.1308,0.0755,0.1277,0.0737,0.1219,0.0704
1357,222,38160,LC/MS Neg,100002220,1520,271.08232,497-76-7,346,C06186,,Secondary metabolism,Benzenoids,hydroquinone beta-D-glucopyranoside,0.1933,0.2040,0.3894,0.4022,0.3058,0.1916,0.2739,0.2481,0.0858,0.1568,0.0712,0.0320,0.0900,0.0520,0.0861,0.0497,0.0833,0.0481,0.0521,0.0301
14,223,590,LC/MS Polar,358,2763.4,108.01247,300-84-5,107812,C00519,,Amino acid,Serine family (phosphoglycerate derived),hypotaurine,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.2804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
934,224,3127,LC/MS Neg,171,1291.2,135.03123,68-94-0,790,C00262,HYPOXANTHINE,Nucleotide,Purine metabolism,hypoxanthine,0.0251,0.0251,0.0435,0.0689,0.1294,0.2365,0.0404,0.0251,0.0282,0.2180,0.1095,0.0347,0.0087,0.0050,0.0693,0.0400,0.0066,0.0038,0.0753,0.0434
1298,225,38116,LC/MS Neg,100002185,1708.8,160.0404,771-50-6,69867,C19837,CPD-13135,Hormone metabolism,Auxin metabolism,indole-3-carboxylic acid,0.7069,0.9600,0.9191,0.3430,0.2520,0.2528,1.5093,1.4731,3.1828,1.6540,0.8566,0.8199,0.1109,0.0640,0.0427,0.0247,0.7976,0.4605,0.3848,0.2222
1292,226,27513,LC/MS Pos,100001034,3766.3,176.07061,6505-45-9,802,C00954,INDOLE_ACETATE_AUXIN,Hormone metabolism,Auxin metabolism,indoleacetate,0.9285,0.9675,1.0000,0.9005,0.9005,0.9005,0.9005,3.2998,4.3969,0.9005,0.9005,1.7576,0.0292,0.0169,0.0000,0.0000,1.4600,0.8429,0.4040,0.2333
1295,227,39613,LC/MS Neg,100003110,1685,289.08299,2456-73-7,446620,,INDOLE-3-ACETYL-ASP,Hormone metabolism,Auxin metabolism,indoleacetylaspartate,1.0627,1.0471,0.8347,0.4843,0.4856,1.1696,0.6698,0.6391,0.9638,1.4057,0.8852,0.6415,0.1040,0.0600,0.3227,0.1863,0.1464,0.0845,0.3187,0.1840
47,228,18349,LC/MS Neg,100000463,2286,204.06661,832-97-3,92904,C02043,,Amino acid,Aromatic amino acid metabolism (PEP derived),indolelactate,1.7766,1.8914,2.1620,0.5484,0.4807,1.8061,1.7634,1.2596,6.3273,2.6976,1.0000,1.0527,0.1616,0.0933,0.6095,0.3519,2.2795,1.3161,0.7881,0.4550
935,229,1123,LC/MS Neg,361,1602.1,267.07349,58-63-9,6021,C00294,INOSINE,Nucleotide,Purine metabolism,inosine,0.4179,0.3846,0.6790,1.2751,1.5653,1.2401,0.3366,0.1863,0.3170,0.8256,1.2605,0.5751,0.1316,0.0760,0.1458,0.0842,0.0667,0.0385,0.2832,0.1635
381,230,1481,GC/MS,370,2057.8,318.1,573-35-3;106032-59-1,440194,C04006,1-L-MYO-INOSITOL-1-P,Carbohydrate,Inositol metabolism,inositol 1-phosphate (I1P),0.2808,0.1884,0.2922,0.3629,0.4783,0.5507,0.2665,0.6730,0.2247,0.6205,0.5632,0.4772,0.0465,0.0268,0.0773,0.0446,0.2022,0.1167,0.0589,0.0340
